participant,trial,tar_size,sacc_ampl,fix_x_deg,fix_y_deg,tar_x_deg,tar_y_deg,fix_x_px,fix_y_px,tar_x_px,tar_y_px,time_fix_on,time_fix_go,time_tar_on,time_tar_off,time_trial_end
13,3,3,5,-10,-10,-5.31,-8.26,933,1147,1096,1087,2518858,2520829,2521838,2523854,2525854
13,4,4,5,-10,10,-10.3,5.01,933,453,922,626,2525871,2527403,2527662,2529679,2530929
13,5,2,5,10,0,5.62,-2.41,1627,800,1475,884,2530956,2532295,2533056,2535082,2536834
13,6,3,5,-10,-10,-5.2,-11.41,933,1147,1099,1196,2536855,2538661,2539420,2541447,2543197
13,7,1,10,-10,-10,-16.15,-2.12,933,1147,719,874,2543212,2544061,2544319,2546328,2547578
13,8,4,10,10,10,2.02,16.03,1627,453,1350,243,2547604,2549111,2549994,2552006,2553881
13,9,4,10,-10,0,-1.94,-5.92,933,800,1213,1006,2553898,2555569,2556577,2558597,2560597
13,10,2,10,10,-10,15.32,-1.54,1627,1147,1812,853,2560614,2562569,2562952,2564971,2566346
13,11,3,10,0,10,-9.9,8.56,1280,453,936,503,2566369,2567693,2568702,2570721,2572721
13,12,5,5,0,0,-4.26,2.62,1280,800,1132,709,2572753,2574660,2575294,2577313,2578938
13,13,1,10,-10,0,-3.89,7.91,933,800,1145,525,2578952,2580285,2580668,2582687,2584062
13,14,5,5,10,10,7.89,5.47,1627,453,1554,610,2584101,2585276,2586285,2588310,2590311
13,15,1.5,5,-10,0,-9.54,-4.98,933,800,949,973,2590338,2591334,2592343,2594362,2596362
13,16,1,5,0,10,-3.06,6.05,1280,453,1174,590,2596388,2597509,2598392,2600412,2602287
13,17,0.5,5,0,-10,-3.98,-6.97,1280,1147,1142,1042,2602325,2603384,2604392,2606418,2608418
13,18,1.5,5,0,10,-2.35,5.59,1280,453,1198,606,2608442,2609783,2610167,2612193,2613568
13,19,0.5,5,0,10,4.57,7.98,1280,453,1439,523,2613609,2614283,2614542,2616567,2617818
13,20,4,10,-10,0,-0.56,3.29,933,800,1261,686,2617850,2618908,2619416,2621442,2622943
13,21,0.5,10,0,-10,9.87,-8.37,1280,1147,1623,1091,2622978,2623958,2624716,2626742,2628493
13,22,5,10,10,10,5.79,0.93,1627,453,1481,768,2628544,2629616,2629875,2631892,2633142
13,23,1.5,5,10,0,7.94,4.55,1627,800,1556,642,2633183,2635216,2635974,2638000,2639750
13,24,5,5,-10,-10,-5.1,-10.99,933,1147,1103,1182,2639783,2640957,2641591,2643616,2645241
13,25,1.5,10,10,0,0,-0.02,1627,800,1280,801,2645276,2646515,2647399,2649424,2651299
13,26,4,5,10,-10,5.36,-8.14,1627,1147,1466,1083,2651323,2652515,2653523,2655549,2657550
13,27,5,10,10,0,0.28,2.35,1627,800,1290,718,2657591,2658581,2659465,2661498,2663373
13,28,4,10,-10,0,-2.14,-6.19,933,800,1206,1015,2663398,2664481,2664740,2666773,2668023
13,29,0.5,10,10,-10,0.15,-8.26,1627,1147,1285,1087,2813260,2817517,2817900,2819917,2821293
13,30,1.5,10,0,0,-9.07,-4.2,1280,800,965,946,2821325,2822708,2823466,2825475,2827225
13,31,2,10,0,-10,9.99,-9.63,1280,1147,1627,1135,2827270,2828399,2828908,2830924,2832425
13,32,4,5,0,-10,1.05,-5.11,1280,1147,1317,978,2832433,2833291,2833550,2835566,2836816
13,33,3,10,0,0,-4.62,-8.87,1280,800,1119,1108,2836833,2837532,2837791,2839807,2841058
13,34,4,10,0,0,-8.9,-4.55,1280,800,971,958,2841092,2841799,2842433,2844449,2846074
13,35,4,10,0,0,-3.42,9.4,1280,800,1161,474,2846095,2846932,2847566,2849582,2851207
13,36,3,10,10,-10,12.75,-0.39,1627,1147,1723,813,2851227,2852240,2853124,2855144,2857019
13,37,3,5,0,0,-0.82,-4.93,1280,800,1252,971,2857044,2857740,2858748,2860768,2862768
13,38,0.5,10,-10,-10,-2.94,-2.91,933,1147,1178,901,2862790,2863798,2864682,2866701,2868576
13,39,1.5,10,10,-10,0.04,-9.06,1627,1147,1282,1115,2868601,2869439,2869948,2871968,2873468
13,40,2,5,-10,0,-8.57,-4.79,933,800,982,966,2873499,2874556,2875065,2877084,2878584
13,41,5,10,10,10,0,9.7,1627,453,1280,463,2878611,2879864,2880623,2882650,2884401
13,42,1,5,0,0,-1.56,4.75,1280,800,1226,635,2884431,2885647,2886031,2888058,2889434
13,43,1.5,5,10,-10,7.25,-5.83,1627,1147,1532,1002,2889457,2891039,2891547,2893575,2895075
13,44,1,10,0,0,-9.93,1.15,1280,800,935,760,2895105,2895955,2896464,2898489,2899989
13,45,4,5,10,10,9.58,5.02,1627,453,1613,626,2900022,2901138,2901897,2903922,2905673
13,46,3,10,-10,0,-2.58,6.71,933,800,1190,567,2905714,2906580,2907088,2909114,2910614
13,47,0.5,5,0,10,-2.06,5.44,1280,453,1208,611,2910658,2911321,2911955,2913981,2915606
13,48,5,5,0,0,-2.74,-4.19,1280,800,1185,945,2915629,2916404,2916913,2918946,2920446
13,49,3,5,0,0,-3.98,-3.02,1280,800,1142,905,2920471,2921262,2922021,2924047,2925797
13,50,1,5,-10,10,-5.35,8.16,933,453,1094,517,2925821,2927112,2928120,2930146,2932147
13,51,0.5,10,0,-10,-5.39,-1.58,1280,1147,1093,855,2932179,2933978,2934862,2936888,2938763
13,52,1,5,0,-10,-4.91,-9.03,1280,1147,1110,1114,2938795,2939645,2940528,2942546,2944421
13,53,5,10,10,0,2.28,-6.36,1627,800,1359,1021,2944462,2945528,2946412,2948437,2950313
13,54,3,10,0,0,-9.14,-4.06,1280,800,963,941,2950354,2951419,2952303,2954329,2956204
13,55,3,5,10,0,5.01,-0.38,1627,800,1454,813,2956245,2957144,2957528,2959553,2960929
13,56,2,5,10,10,5.09,9.07,1627,453,1457,485,2960961,2961977,2962736,2964761,2966512
13,57,3,5,10,10,6.46,13.53,1627,453,1504,330,3089826,3091764,3092272,3094289,3095789
13,58,2,5,-10,10,-5.63,7.57,933,453,1084,537,3095806,3096622,3097256,3099272,3100897
13,59,0.5,10,0,-10,-9.53,-6.96,1280,1147,949,1042,3100914,3101638,3101897,3103913,3105163
13,60,0.5,5,-10,10,-7.03,5.98,933,453,1036,592,3105183,3106063,3106447,3108463,3109838
13,61,2,5,0,10,4.98,9.56,1280,453,1453,468,3109858,3110580,3111338,3113355,3115105
13,62,2,10,-10,10,-7.41,0.34,933,453,1022,788,3115131,3116063,3116321,3118338,3119588
13,63,4,5,0,-10,-4.73,-8.38,1280,1147,1116,1091,3119596,3120396,3121405,3123421,3125421
13,64,0.5,5,10,-10,5.41,-11.99,1627,1147,1468,1217,3125429,3126712,3127221,3129240,3130741
13,65,5,5,0,0,-4.81,1.35,1280,800,1113,753,3130765,3131887,3132770,3134782,3136657
13,66,1,5,-10,-10,-9.71,-5.01,933,1147,943,974,3136688,3137912,3138670,3140689,3142440
13,67,3,10,10,0,7.85,9.77,1627,800,1553,461,3142472,3143637,3144395,3146415,3148165
13,68,2,5,0,10,-2.7,5.79,1280,453,1186,599,3148189,3149236,3149870,3151899,3153524
13,69,1.5,5,0,10,-4.92,9.13,1280,453,1109,483,3153553,3154686,3155445,3157464,3159214
13,70,0.5,5,10,0,8.91,-4.88,1627,800,1590,970,3159237,3160019,3160403,3162422,3163797
13,71,2,10,-10,10,-9.04,0.05,933,453,966,798,3163822,3164669,3165677,3167689,3169689
13,72,1.5,10,0,-10,-0.26,-0,1280,1147,1271,800,3169713,3170411,3170669,3172695,3173945
13,73,2,5,10,10,5.01,9.72,1627,453,1454,462,3173962,3174702,3175210,3177236,3178737
13,74,1.5,5,-10,10,-5.86,12.8,933,453,1077,355,3178764,3179502,3180010,3182036,3183537
13,75,2,5,-10,0,-5.56,2.29,933,800,1087,720,3183563,3184243,3184752,3186778,3188278
13,76,0.5,10,0,10,-2.95,0.45,1280,453,1177,784,3188311,3189160,3189794,3191819,3193444
13,77,1.5,5,0,-10,0.21,-5,1280,1147,1287,974,3193477,3194401,3194660,3196686,3197936
13,78,3,5,10,-10,10.47,-5.02,1627,1147,1644,974,3197969,3199043,3199676,3201709,3203335
13,79,4,5,0,-10,-3.43,-6.36,1280,1147,1161,1021,3203376,3204234,3204492,3206519,3207769
13,80,1.5,10,0,0,-4.97,8.68,1280,800,1107,499,3207801,3208476,3209484,3211542,3213542
13,81,1,10,0,10,4.1,0.88,1280,453,1423,769,3213579,3214517,3214901,3216926,3218302
13,82,4,10,10,10,6.84,0.51,1627,453,1518,782,3218325,3219142,3220151,3222168,3224168
13,83,1.5,10,10,10,1,5.64,1627,453,1315,604,3224209,3225108,3225492,3227518,3228893
13,84,3,5,0,-10,-3.28,-6.22,1280,1147,1166,1016,3228928,3229841,3230350,3232376,3233876
13,85,4,10,0,10,8.05,4.07,1280,453,1560,659,3364386,3368711,3369220,3371236,3372736
13,86,2,10,10,10,15.33,1.54,1627,453,1813,746,3372756,3374002,3374386,3376402,3377777
13,87,2,5,-10,-10,-6.34,-6.6,933,1147,1060,1029,3377794,3378719,3379103,3381119,3382494
13,88,1,10,10,10,3.08,2.78,1627,453,1387,704,3382522,3387485,3388493,3390510,3392510
13,89,1,5,-10,-10,-8.5,-5.23,933,1147,985,982,3392529,3393785,3394668,3396685,3398560
13,90,2,5,10,0,6.34,-3.4,1627,800,1500,918,3398577,3399468,3399852,3401868,3403243
13,91,1.5,5,-10,0,-5.59,-2.35,933,800,1086,882,3403260,3404326,3405209,3407226,3409101
13,92,3,10,-10,10,-0.29,7.62,933,453,1270,535,3409136,3410092,3410726,3412746,3414371
13,93,1.5,5,10,0,8.81,-4.86,1627,800,1586,969,3414396,3415501,3416384,3418434,3420309
13,94,1,5,-10,10,-6.27,6.67,933,453,1062,568,3420328,3421250,3422134,3424153,3426028
13,95,0.5,5,0,0,-3.45,-3.62,1280,800,1160,926,3426043,3426692,3427575,3429595,3431470
13,96,1,10,-10,0,-0.32,2.51,933,800,1269,713,3431512,3432150,3432408,3434428,3435678
13,97,5,10,-10,-10,-8.57,-0.1,933,1147,982,804,3435708,3436441,3436700,3438719,3439969
13,98,5,10,10,0,7.04,9.55,1627,800,1525,468,3440000,3440791,3441800,3443819,3445820
13,99,1,5,0,10,4.52,7.87,1280,453,1437,527,3445844,3446574,3447583,3449611,3451611
13,100,0.5,10,0,0,-2.34,9.72,1280,800,1199,462,3451641,3452374,3452632,3454652,3455903
13,101,2,10,-10,-10,-2.91,-17.06,933,1147,1179,1392,3455933,3456666,3457424,3459450,3461200
13,102,0.5,10,10,-10,7.53,-0.31,1627,1147,1542,811,3461224,3462065,3463074,3465100,3467100
13,103,1.5,10,0,10,9.44,6.71,1280,453,1608,567,3467140,3468082,3468715,3470741,3472366
13,104,4,5,10,0,7.72,4.45,1627,800,1548,645,3472383,3473123,3473507,3475532,3476908
13,105,5,10,10,-10,0.23,-12.15,1627,1147,1288,1222,3476924,3477882,3478640,3480665,3482416
13,106,5,5,0,0,-1.36,4.81,1280,800,1233,633,3482440,3483156,3483665,3485698,3487198
13,107,3,5,-10,10,-6.36,13.42,933,453,1059,334,3487223,3488106,3488739,3490765,3492391
13,108,1,5,-10,10,-5.37,8.1,933,453,1093,519,3492414,3493322,3493706,3495739,3497114
13,109,3,10,-10,-10,-0.04,-10.94,933,1147,1278,1180,3497132,3497989,3498622,3500656,3502281
13,110,4,5,10,0,8.69,-4.83,1627,800,1582,968,3502305,3503130,3503764,3505781,3507407
13,111,1.5,10,-10,0,-0.56,3.3,933,800,1260,685,3507430,3508139,3508397,3510423,3511673
13,112,5,10,0,-10,3.38,-0.59,1280,1147,1398,820,3511697,3512538,3512922,3514947,3516322
13,113,1,10,-10,0,-0.67,3.6,933,800,1257,675,3634963,3636667,3637425,3639442,3641192
13,114,2,10,-10,10,-5.65,0.99,933,453,1084,765,3641200,3642100,3642358,3644375,3645625
13,115,5,5,-10,-10,-8.87,-5.13,933,1147,972,978,3645642,3646408,3646917,3648933,3650433
13,116,5,5,10,-10,5.57,-7.69,1627,1147,1473,1067,3650441,3651333,3651591,3653608,3654858
13,117,0.5,5,-10,0,-9.95,-5,933,800,934,974,3654887,3656299,3657183,3659199,3661074
13,118,0.5,10,0,0,-3.2,9.48,1280,800,1169,471,3661082,3662366,3663249,3665266,3667141
13,119,2,10,10,10,0.05,10.98,1627,453,1282,418,3667161,3667924,3668807,3670824,3672699
13,120,1,10,-10,0,-0.7,3.67,933,800,1256,673,3672715,3673807,3674815,3676835,3678836
13,121,1.5,10,0,0,-9.97,-0.76,1280,800,934,826,3678866,3679648,3680032,3682052,3683427
13,122,1.5,10,10,-10,5.27,-1.19,1627,1147,1463,841,3683443,3684506,3684765,3686784,3688035
13,123,4,10,10,-10,15.27,-1.5,1627,1147,1810,852,3688051,3688781,3689790,3691817,3693818
13,124,3,5,0,-10,4.53,-7.88,1280,1147,1437,1074,3693859,3694723,3695731,3697751,3699751
13,125,5,5,-10,10,-12.68,5.78,933,453,839,599,3699790,3701114,3701498,3703517,3704892
13,126,0.5,5,0,10,0.23,5.01,1280,453,1288,626,3704923,3705872,3706506,3708534,3710159
13,127,2,10,10,-10,10.85,-0.04,1627,1147,1657,801,3710181,3711272,3711781,3713792,3715292
13,128,1,10,10,10,0.19,8.05,1627,453,1287,521,3715313,3716497,3717255,3719275,3721025
13,129,0.5,5,10,-10,5.44,-7.94,1627,1147,1469,1076,3721055,3721930,3722563,3724589,3726214
13,130,4,5,10,10,5.01,10.26,1627,453,1454,444,3726231,3727230,3727613,3729639,3731015
13,131,4,10,10,0,3.64,7.71,1627,800,1406,532,3731038,3731788,3732546,3734572,3736322
13,132,1,10,0,-10,9.45,-6.74,1280,1147,1608,1034,3736354,3737196,3737829,3739855,3741480
13,133,1.5,5,0,0,-0.78,4.94,1280,800,1253,628,3741521,3742212,3742597,3744622,3745997
13,134,5,5,0,10,-4.65,8.17,1280,453,1118,516,3746029,3746854,3747362,3749388,3750888
13,135,5,10,-10,0,-2.17,6.22,933,800,1205,584,3750913,3751770,3752529,3754555,3756305
13,136,1,5,-10,10,-13,6,933,453,828,592,3756328,3757112,3757745,3759771,3761397
13,137,4,5,-10,-10,-11.28,-5.17,933,1147,888,979,3761437,3762287,3762545,3764571,3765821
13,138,2,10,10,0,1.83,-5.76,1627,800,1343,1000,3765848,3766711,3767345,3769371,3770996
13,139,5,10,-10,-10,-0.03,-10.83,933,1147,1279,1176,3771012,3771678,3772436,3774462,3776212
13,140,3,10,0,0,-6.7,7.42,1280,800,1047,542,3776237,3776944,3777828,3779853,3781729
14,1,1.5,10,-10,0,-0.93,-4.2,933,800,1248,946,1631919,1649216,1649474,1651502,1652752
14,2,3,10,10,10,13.51,0.64,1627,453,1749,778,1652770,1656932,1657316,1659332,1660708
14,3,1.5,10,10,-10,16.71,-2.59,1627,1147,1861,890,1660716,1668465,1668849,1670857,1672232
14,4,0.5,10,10,-10,5.27,-1.19,1627,1147,1463,841,1672240,1673373,1673882,1675909,1677409
14,5,3,10,10,0,8.47,-9.88,1627,800,1574,1143,1677424,1678848,1679857,1681885,1683886
14,6,0.5,10,-10,-10,-14.22,-0.93,933,1147,786,832,1683898,1685098,1685731,1687748,1689373
14,7,5,5,10,10,5.36,8.13,1627,453,1466,518,1689381,1690473,1691481,1693497,1695497
14,8,3,10,-10,-10,-8.01,-0.2,933,1147,1002,807,1695506,1696697,1697705,1699714,1701714
14,9,0.5,10,-10,0,-4.67,8.46,933,800,1118,506,1701722,1703164,1703922,1705939,1707689
14,10,4,5,10,10,5.23,11.51,1627,453,1462,400,1707707,1708780,1709539,1711558,1713308
14,11,1,5,0,-10,-0.15,-5,1280,1147,1275,974,1713330,1714305,1715314,1717333,1719333
14,12,3,10,0,0,-9.76,-2.18,1280,800,941,876,1719350,1720371,1721380,1723400,1725400
14,13,4,5,-10,10,-9.84,5,933,453,938,626,1725421,1726663,1727296,1729315,1730940
14,14,0.5,10,0,10,0.78,0.03,1280,453,1307,799,1730955,1731904,1732662,1734682,1736432
14,15,1.5,10,-10,0,-8.34,-9.86,933,800,990,1143,1736446,1737529,1738287,1740316,1742066
14,16,4,10,0,-10,1.86,-0.17,1280,1147,1345,806,1742089,1743312,1744195,1746221,1748097
14,17,1.5,10,0,10,1.52,0.12,1280,453,1333,796,1748113,1748987,1749495,1751521,1753021
14,18,3,5,10,0,9.29,4.95,1627,800,1603,628,1753049,1753970,1754853,1756879,1758754
14,19,3,10,-10,10,-1.19,5.27,933,453,1239,617,1758771,1759761,1760645,1762671,1764546
14,20,0.5,5,-10,-10,-11.72,-5.31,933,1147,873,984,1764562,1765569,1765953,1767979,1769354
14,21,5,10,0,-10,-8.5,-4.74,1280,1147,985,965,1769370,1770911,1771544,1773570,1775195
14,22,5,10,10,-10,0.04,-10.85,1627,1147,1281,1177,1775212,1779494,1779877,1781903,1783278
14,23,2,10,-10,-10,-14.81,-1.23,933,1147,766,843,1783302,1784260,1784894,1786920,1788545
14,24,5,10,-10,0,-0.35,-2.61,933,800,1268,891,1788569,1789402,1790035,1792061,1793686
14,25,4,10,10,-10,1.27,-14.87,1627,1147,1324,1317,1793710,1794926,1795810,1797836,1799711
14,26,3,5,0,-10,-1.54,-5.24,1280,1147,1226,982,1799735,1802076,1802585,1804611,1806111
14,27,0.5,10,0,10,0.11,0,1280,453,1284,800,1806163,1807568,1807951,1809977,1811352
14,28,1,5,-10,-10,-5.92,-12.89,933,1147,1074,1248,1811385,1812509,1813142,1815169,1816794
14,29,0.5,10,0,10,-9.07,5.8,1280,453,965,599,1971178,1976077,1976336,1978352,1979603
14,30,4,5,0,0,-4.96,0.63,1280,800,1108,778,1979619,1980511,1981269,1983285,1985036
14,31,3,10,0,10,9.51,6.92,1280,453,1611,560,1985055,1987260,1987519,1989535,1990785
14,32,1,5,-10,10,-7.91,5.46,933,453,1005,610,1990794,1991777,1992285,1994302,1995802
14,33,1.5,10,0,-10,-6.81,-2.67,1280,1147,1044,893,1995823,1996760,1997143,1999152,2000527
14,34,0.5,10,10,-10,7.4,-0.34,1627,1147,1537,812,2000535,2001251,2002135,2004151,2006026
14,35,1,10,10,-10,3.96,-2.03,1627,1147,1418,871,2006046,2006851,2007360,2009376,2010876
14,36,1,10,10,-10,14.42,-1.03,1627,1147,1781,836,2010893,2011768,2012776,2014793,2016793
14,37,2,5,0,-10,2.24,-5.53,1280,1147,1358,992,2016811,2017684,2018192,2020209,2021709
14,38,0.5,5,-10,0,-7.32,-4.22,933,800,1026,947,2021717,2022467,2022976,2024992,2026492
14,39,4,10,10,0,4.63,8.44,1627,800,1441,507,2026512,2027234,2027492,2029503,2030753
14,40,0.5,5,-10,10,-13.27,6.22,933,453,819,584,2030777,2031608,2031992,2034011,2035386
14,41,5,10,-10,-10,-0.52,-6.81,933,1147,1262,1036,2035408,2036075,2036334,2038353,2039603
14,42,4,10,-10,-10,-13.41,-0.6,933,1147,814,821,2039635,2040658,2041167,2043194,2044695
14,43,0.5,5,10,10,9.04,5.09,1627,453,1594,623,2044716,2045816,2046699,2048727,2050603
14,44,0.5,10,-10,10,-1.18,5.29,933,453,1239,616,2050642,2051574,2052333,2054359,2056109
14,45,4,5,-10,-10,-7.05,-5.97,933,1147,1035,1007,2056141,2056982,2057491,2059517,2061017
14,46,0.5,5,-10,-10,-9.43,-5.03,933,1147,952,975,2061061,2061790,2062549,2064575,2066325
14,47,3,5,10,10,6.16,6.8,1627,453,1494,564,2066349,2067524,2067907,2069933,2071308
14,48,3,5,-10,0,-6.44,-3.51,933,800,1056,922,2071340,2072315,2072574,2074600,2075850
14,49,1,10,-10,0,-9.79,-10,933,800,940,1147,2075890,2076798,2077182,2079199,2080575
14,50,4,10,10,-10,0.43,-12.89,1627,1147,1295,1248,2080607,2081581,2082465,2084491,2086366
14,51,1,5,0,10,-2.43,5.63,1280,453,1196,604,2086398,2087331,2088090,2090116,2091866
14,52,3,5,10,0,5.42,2.01,1627,800,1468,730,2091900,2093489,2094498,2096523,2098524
14,53,2,10,0,0,-3.92,-9.2,1280,800,1144,1120,2098547,2099381,2099889,2101915,2103415
14,54,3,10,10,-10,13.37,-0.59,1627,1147,1744,820,2103447,2104455,2105339,2107365,2109240
14,55,1.5,10,-10,10,-8.93,0.06,933,453,970,798,2109273,2110239,2111247,2113273,2115273
14,56,2,10,0,-10,2.13,-0.23,1280,1147,1354,808,2115305,2116122,2116380,2118406,2119656
14,57,2,5,-10,10,-5.85,7.21,933,453,1077,550,2258744,2262007,2262266,2264282,2265532
14,58,1.5,10,0,-10,7.77,-3.71,1280,1147,1550,929,2265541,2266624,2266882,2268899,2270149
14,59,5,5,0,10,1.3,5.17,1280,453,1325,620,2270169,2271082,2271840,2273857,2275607
14,60,4,10,-10,0,-9.06,9.96,933,800,965,454,2275625,2276482,2277365,2279382,2281257
14,61,1.5,5,0,10,-1.28,5.17,1280,453,1236,621,2281286,2282356,2282740,2284756,2286132
14,62,2,5,0,-10,1.78,-5.33,1280,1147,1342,985,2286157,2286965,2287473,2289490,2290990
14,63,3,5,-10,10,-5.35,8.16,933,453,1094,517,2291006,2291739,2292248,2294265,2295765
14,64,3,5,10,0,5.22,-1.48,1627,800,1461,851,2295784,2296506,2297514,2299531,2301531
14,65,3,5,10,-10,5.78,-12.68,1627,1147,1481,1240,2301548,2302397,2302656,2304672,2305923
14,66,3,10,-10,0,-0.71,-3.71,933,800,1255,929,2305959,2306922,2307806,2309826,2311701
14,67,5,5,0,0,-3.55,-3.52,1280,800,1157,922,2311732,2312839,2313597,2315616,2317366
14,68,4,10,0,0,-9.07,4.22,1280,800,965,653,2317398,2318163,2319047,2321066,2322941
14,69,0.5,5,0,0,-4.54,2.1,1280,800,1122,727,2322958,2323596,2323855,2325874,2327124
14,70,1.5,5,-10,10,-5.29,8.33,933,453,1096,511,2327146,2328046,2328305,2330324,2331575
14,71,1,5,10,10,8.31,5.29,1627,453,1569,616,2331605,2332429,2333188,2335216,2336966
14,72,5,10,-10,0,-2.4,-6.5,933,800,1197,1026,2336996,2337779,2338538,2340566,2342316
14,73,2,5,10,10,5.28,8.34,1627,453,1464,510,2342339,2343221,2343604,2345630,2347005
14,74,1.5,5,0,0,-3.83,3.22,1280,800,1147,688,2347032,2349837,2350221,2352247,2353622
14,75,4,5,-10,0,-7.87,4.52,933,800,1007,643,2353638,2354529,2355537,2357563,2359563
14,76,4,10,10,10,1.26,5.14,1627,453,1324,621,2359587,2360403,2361037,2363062,2364688
14,77,1,10,10,10,3.67,2.26,1627,453,1407,721,2364704,2365553,2365811,2367837,2369088
14,78,4,5,-10,-10,-5.23,-11.5,933,1147,1098,1200,2369111,2370136,2371020,2373046,2374921
14,79,1,10,10,0,8.52,9.89,1627,800,1576,456,2374947,2375886,2376894,2378912,2380912
14,80,1,10,10,0,1.75,5.65,1627,800,1341,604,2380936,2381944,2382702,2384729,2386479
14,81,1.5,10,10,10,1.62,4.55,1627,453,1336,642,2386502,2387336,2388344,2390370,2392370
14,82,1,5,0,-10,-3.93,-6.91,1280,1147,1143,1040,2392395,2393227,2393860,2395886,2397512
14,83,4,10,-10,10,-14.09,0.87,933,453,791,770,2397544,2398368,2398752,2400778,2402153
14,84,0.5,5,-10,-10,-6.39,-6.54,933,1147,1058,1027,2402186,2403010,2403518,2405544,2407044
14,85,3,5,-10,0,-5.04,0.61,933,800,1105,779,2558032,2562495,2563378,2565395,2567270
14,86,1.5,5,-10,-10,-5.96,-12.95,933,1147,1073,1250,2567278,2568186,2568570,2570586,2571962
14,87,5,10,10,10,3.12,2.74,1627,453,1388,705,2571970,2572836,2573845,2575861,2577861
14,88,2,5,-10,10,-5.22,11.47,933,453,1099,402,2577881,2579103,2579861,2581878,2583628
14,89,4,5,0,0,-4.95,-0.67,1280,800,1108,823,2583657,2584544,2584928,2586944,2588320
14,90,1,5,10,10,6.18,6.78,1627,453,1494,565,2588346,2589386,2590019,2592036,2593661
14,91,2,10,-10,0,-4.41,8.29,933,800,1127,512,2593679,2594444,2595202,2597219,2598969
14,92,1,10,0,0,-1.77,-9.84,1280,800,1218,1142,2598977,2599918,2600427,2602443,2603944
14,93,2,10,10,0,2.21,6.27,1627,800,1357,582,2603981,2604768,2605652,2607668,2609544
14,94,1.5,5,10,-10,13.1,-6.08,1627,1147,1735,1011,2609570,2610376,2611010,2613031,2614656
14,95,4,10,0,10,-1.39,0.1,1280,453,1232,797,2614681,2619101,2619359,2621379,2622629
14,96,4,5,0,10,4.51,7.84,1280,453,1437,528,2622651,2623368,2623626,2625645,2626895
14,97,5,5,10,10,7.65,5.59,1627,453,1546,606,2626926,2627601,2627984,2630004,2631379
14,98,5,5,0,10,-4.79,8.56,1280,453,1114,503,2631419,2632392,2633150,2635170,2636920
14,99,0.5,5,-10,10,-12.98,5.98,933,453,829,592,2636946,2637759,2638017,2640037,2641287
14,100,5,5,0,0,-1.87,4.64,1280,800,1215,639,2641313,2642258,2642517,2644543,2645793
14,101,2,10,0,10,-9.68,7.49,1280,453,944,540,2645820,2646608,2647242,2649267,2650893
14,102,2,5,0,0,-0.25,-4.99,1280,800,1271,973,2650925,2651641,2652275,2654301,2655926
14,103,1,10,10,0,1.18,4.72,1627,800,1321,636,2655960,2656875,2657633,2659659,2661409
14,104,1,5,0,10,1.43,5.21,1280,453,1330,619,2661441,2662116,2663124,2665150,2667150
14,105,3,5,10,-10,5.04,-10.63,1627,1147,1455,1169,2667174,2668049,2668308,2670334,2671584
14,106,1.5,5,0,-10,1.05,-5.11,1280,1147,1316,978,2671607,2673066,2673700,2675725,2677350
14,107,5,5,10,10,8.01,5.41,1627,453,1558,612,2677399,2678449,2678957,2680983,2682483
14,108,5,5,0,-10,4.78,-8.54,1280,1147,1446,1097,2682507,2683298,2684307,2686340,2688340
14,109,2,10,0,0,-7.6,-6.5,1280,800,1016,1026,2688365,2689315,2690198,2692224,2694099
14,110,1.5,5,0,10,4.29,7.42,1280,453,1429,542,2694132,2694873,2695756,2697783,2699658
14,111,5,10,10,0,2.82,-6.96,1627,800,1378,1042,2699698,2700373,2701007,2703032,2704657
14,112,2,5,-10,-10,-9.86,-5,933,1147,938,974,2704681,2705472,2706356,2708382,2710257
14,113,2,10,10,0,7.16,9.59,1627,800,1529,467,2857558,2862458,2863091,2865108,2866733
14,114,0.5,10,-10,-10,-4.04,-1.97,933,1147,1140,868,2866753,2867641,2868524,2870541,2872416
14,115,5,10,10,-10,0.5,-13.12,1627,1147,1297,1256,2872433,2873124,2873882,2875899,2877649
14,116,2,10,0,0,-9.54,-2.99,1280,800,949,904,2877657,2878957,2879466,2881482,2882983
14,117,3,10,10,0,4.2,-8.15,1627,800,1426,1083,2883008,2883907,2884915,2886932,2888932
14,118,4,5,0,-10,1,-5.1,1280,1147,1315,977,2888949,2889698,2890332,2892348,2893974
14,119,1.5,10,10,0,4.19,8.14,1627,800,1426,517,2893999,2894781,2895790,2897806,2899807
14,120,5,5,0,0,-4.74,1.59,1280,800,1115,745,2899873,2900581,2901465,2903481,2905356
14,121,5,5,0,0,-3.12,3.91,1280,800,1172,664,2905382,2906289,2906548,2908564,2909814
14,122,1.5,10,-10,10,-1.13,14.62,933,453,1241,292,2909825,2910622,2911006,2913025,2914400
14,123,1.5,5,0,0,-3.52,-3.55,1280,800,1158,923,2914417,2915272,2916281,2918308,2920308
14,124,5,10,0,-10,-9.85,-8.27,1280,1147,938,1087,2920325,2921105,2921489,2923507,2924883
14,125,2,5,-10,0,-9.63,-4.99,933,800,945,973,2924900,2925605,2926489,2928508,2930383
14,126,0.5,5,-10,10,-7.32,5.78,933,453,1026,599,2930425,2931147,2931655,2933675,2935175
14,127,1,10,-10,0,-0.7,3.67,933,800,1256,672,2935205,2936088,2937096,2939117,2941117
