start,end,duration,saccade,blink,fixation,eye
1529697,1529877,180,0,0,1,2
1529697,1529882,185,0,0,1,1
1529878,1529922,44,1,0,0,2
1529883,1529921,38,1,0,0,1
1529922,1530067,145,0,0,1,1
1529923,1530066,143,0,0,1,2
1530067,1530126,59,1,0,0,2
1530068,1530137,69,1,0,0,1
1530127,1530264,137,0,0,1,2
1530138,1530263,125,0,0,1,1
1530264,1530295,31,1,0,0,1
1530265,1530294,29,1,0,0,2
1530295,1530737,442,0,0,1,2
1530296,1530741,445,0,0,1,1
1530738,1530765,27,1,0,0,2
1530742,1530766,24,1,0,0,1
1530766,1531445,679,0,0,1,2
1530767,1531446,679,0,0,1,1
1531446,1531480,34,1,0,0,2
1531447,1531490,43,1,0,0,1
1531481,1534461,2980,0,0,1,2
1531491,1534459,2968,0,0,1,1
1534460,1534490,30,1,0,0,1
1534462,1534489,27,1,0,0,2
1534490,1536740,2250,0,0,1,2
1534491,1536740,2249,0,0,1,1
1536741,1536836,95,1,0,0,1
1536741,1536836,95,1,0,0,2
1536837,1536917,80,0,0,1,1
1536837,1536920,83,0,0,1,2
1536918,1536966,48,1,0,0,1
1536921,1536956,35,1,0,0,2
1536957,1540110,3153,0,0,1,2
1536967,1540110,3143,0,0,1,1
1540111,1540205,94,1,0,0,2
1540111,1540209,98,1,0,0,1
1540206,1540488,282,0,0,1,2
1540210,1540488,278,0,0,1,1
1540489,1540544,55,1,0,0,2
1540489,1540553,64,1,0,0,1
1540545,1540629,84,0,0,1,2
1540554,1540628,74,0,0,1,1
1540629,1540661,32,1,0,0,1
1540630,1540661,31,1,0,0,2
1540662,1541595,933,0,0,1,1
1540662,1541596,934,0,0,1,2
1541596,1541630,34,1,0,0,1
1541597,1541630,33,1,0,0,2
1541631,1541727,96,0,0,1,1
1541631,1541729,98,0,0,1,2
1541728,1541759,31,1,0,0,1
1541730,1541763,33,1,0,0,2
1541760,1541947,187,0,0,1,1
1541764,1541953,189,0,0,1,2
1541948,1541975,27,1,0,0,1
1541954,1541988,34,1,0,0,2
1541976,1542749,773,0,0,1,1
1541989,1542745,756,0,0,1,2
1542746,1542817,71,1,0,0,2
1542750,1542814,64,1,0,0,1
1542815,1543074,259,0,0,1,1
1542818,1543074,256,0,0,1,2
1543075,1543131,56,1,0,0,1
1543075,1543131,56,1,0,0,2
1543132,1543204,72,0,0,1,1
1543132,1543205,73,0,0,1,2
1543205,1543286,81,1,0,0,1
1543206,1543278,72,1,0,0,2
1543279,1543369,90,0,0,1,2
1543287,1543369,82,0,0,1,1
1543370,1543395,25,1,0,0,1
1543370,1543406,36,1,0,0,2
1543396,1543974,578,0,0,1,1
1543407,1543972,565,0,0,1,2
1543973,1544008,35,1,0,0,2
1543975,1544016,41,1,0,0,1
1544009,1544155,146,0,0,1,2
1544017,1544154,137,0,0,1,1
1544155,1544189,34,1,0,0,1
1544156,1544173,17,1,0,0,2
1544174,1544684,510,0,0,1,2
1544190,1544682,492,0,0,1,1
1544683,1544732,49,1,0,0,1
1544685,1544716,31,1,0,0,2
1544717,1544913,196,0,0,1,2
1544733,1544914,181,0,0,1,1
1544914,1544944,30,1,0,0,2
1544915,1544961,46,1,0,0,1
1544945,1545813,868,0,0,1,2
1544962,1545813,851,0,0,1,1
1545814,1545871,57,1,0,0,1
1545814,1545876,62,1,0,0,2
1545872,1545965,93,0,0,1,1
1545877,1545965,88,0,0,1,2
1545966,1545991,25,1,0,0,2
1545966,1545998,32,1,0,0,1
1545992,1546215,223,0,0,1,2
1545999,1546214,215,0,0,1,1
1546215,1546244,29,1,0,0,1
1546216,1546243,27,1,0,0,2
1546244,1546370,126,0,0,1,2
1546245,1546369,124,0,0,1,1
1546370,1546396,26,1,0,0,1
1546371,1546396,25,1,0,0,2
1546397,1546660,263,0,0,1,2
1546397,1546663,266,0,0,1,1
1546661,1546685,24,1,0,0,2
1546664,1546684,20,1,0,0,1
1546685,1548320,1635,0,0,1,1
1546686,1548320,1634,0,0,1,2
1548321,1548380,59,1,0,0,2
1548321,1548386,65,1,0,0,1
1548381,1548595,214,0,0,1,2
1548387,1548593,206,0,0,1,1
1548594,1548623,29,1,0,0,1
1548596,1548625,29,1,0,0,2
1548624,1548731,107,0,0,1,1
1548626,1548731,105,0,0,1,2
1548732,1548752,20,1,0,0,1
1548732,1548757,25,1,0,0,2
1548753,1550726,1973,0,0,1,1
1548758,1550726,1968,0,0,1,2
1550727,1550799,72,1,0,0,1
1550727,1550807,80,1,0,0,2
1550800,1551138,338,0,0,1,1
1550808,1551137,329,0,0,1,2
1551138,1551220,82,1,0,0,2
1551139,1551214,75,1,0,0,1
1551215,1551303,88,0,0,1,1
1551221,1551307,86,0,0,1,2
1551304,1551319,15,1,0,0,1
1551308,1551320,12,1,0,0,2
1551320,1551522,202,0,0,1,1
1551321,1551524,203,0,0,1,2
1551523,1551551,28,1,0,0,1
1551525,1551577,52,1,0,0,2
1551552,1552016,464,0,0,1,1
1551578,1552016,438,0,0,1,2
1552017,1552048,31,1,0,0,1
1552017,1552049,32,1,0,0,2
1552049,1553974,1925,0,0,1,1
1552050,1552437,387,0,0,1,2
1552438,1552444,6,1,0,0,2
1552445,1553159,714,0,0,1,2
1553160,1553174,14,1,0,0,2
1553175,1553265,90,0,0,1,2
1553266,1553280,14,1,0,0,2
1553281,1553975,694,0,0,1,2
1553975,1554048,73,1,0,0,1
1553976,1554050,74,1,0,0,2
1554049,1554350,301,0,0,1,1
1554051,1554350,299,0,0,1,2
1554351,1554417,66,1,0,0,1
1554351,1554424,73,1,0,0,2
1554418,1554498,80,0,0,1,1
1554425,1554498,73,0,0,1,2
1554499,1554542,43,1,0,0,1
1554499,1554544,45,1,0,0,2
1554543,1554605,62,0,0,1,1
1554545,1555829,1284,0,0,1,2
1554606,1554623,17,1,0,0,1
1554624,1555828,1204,0,0,1,1
1555829,1555862,33,1,0,0,1
1555830,1555861,31,1,0,0,2
1555862,1557707,1845,0,0,1,2
1555863,1557709,1846,0,0,1,1
1557708,1557777,69,1,0,0,2
1557710,1557787,77,1,0,0,1
1557778,1557876,98,0,0,1,2
1557788,1557875,87,0,0,1,1
1557876,1557950,74,1,0,0,1
1557877,1557963,86,1,0,0,2
1557951,1558068,117,0,0,1,1
1557964,1558070,106,0,0,1,2
1558069,1558091,22,1,0,0,1
1558071,1558092,21,1,0,0,2
1558092,1559131,1039,0,0,1,1
1558093,1559134,1041,0,0,1,2
1559132,1559158,26,1,0,0,1
1559135,1559150,15,1,0,0,2
1559151,1559776,625,0,0,1,2
1559159,1559777,618,0,0,1,1
1559777,1559839,62,1,0,0,2
1559778,1559838,60,1,0,0,1
1559839,1560088,249,0,0,1,1
1559840,1560087,247,0,0,1,2
1560088,1560154,66,1,0,0,2
1560089,1560165,76,1,0,0,1
1560155,1560387,232,0,0,1,2
1560166,1560386,220,0,0,1,1
1560387,1560426,39,1,0,0,1
1560388,1560418,30,1,0,0,2
1560419,1560959,540,0,0,1,2
1560427,1560960,533,0,0,1,1
1560960,1560992,32,1,0,0,2
1560961,1560992,31,1,0,0,1
1560993,1561457,464,0,0,1,2
1560993,1561767,774,0,0,1,1
1561458,1561471,13,1,0,0,2
1561472,1561765,293,0,0,1,2
1561766,1561799,33,1,0,0,2
1561768,1561799,31,1,0,0,1
1561800,1561946,146,0,0,1,2
1561800,1561949,149,0,0,1,1
1561947,1561976,29,1,0,0,2
1561950,1561977,27,1,0,0,1
1561977,1562692,715,0,0,1,2
1561978,1562696,718,0,0,1,1
1562693,1562763,70,1,0,0,2
1562697,1562753,56,1,0,0,1
1562754,1563112,358,0,0,1,1
1562764,1563113,349,0,0,1,2
1563113,1563175,62,1,0,0,1
1563114,1563167,53,1,0,0,2
1563168,1563255,87,0,0,1,2
